part,level,category,passage,translation,question,choice1,choice2,choice3,choice4,answer,exp_correct,exp_wrong1,exp_wrong2,exp_wrong3,q1_num,q1_question,q1_choice1,q1_choice2,q1_choice3,q1_choice4,q1_answer,q1_exp_correct,q1_exp_wrong1,q1_exp_wrong2,q1_exp_wrong3,q2_num,q2_question,q2_choice1,q2_choice2,q2_choice3,q2_choice4,q2_answer,q2_exp_correct,q2_exp_wrong1,q2_exp_wrong2,q2_exp_wrong3,q3_num,q3_question,q3_choice1,q3_choice2,q3_choice3,q3_choice4,q3_answer,q3_exp_correct,q3_exp_wrong1,q3_exp_wrong2,q3_exp_wrong3,q4_num,q4_question,q4_choice1,q4_choice2,q4_choice3,q4_choice4,q4_answer,q4_exp_correct,q4_exp_wrong1,q4_exp_wrong2,q4_exp_wrong3,q5_num,q5_question,q5_choice1,q5_choice2,q5_choice3,q5_choice4,q5_answer,q5_exp_correct,q5_exp_wrong1,q5_exp_wrong2,q5_exp_wrong3
5,730-800,品詞・語形問題,,長期にわたる裁判に伴う費用が法外に高かったため、その法的紛争は裁判外で解決された。,The legal dispute was settled out of court due to the ----- high costs associated with an extended trial.,prohibitively,prohibitive,prohibit,prohibition,prohibitively,空欄の後ろにある「high（形容詞：高い）」と「costs（名詞）」の構造に注目します。形容詞の「high」を前から直接修飾して「法外に高い、手が届かないほど高い」と度合いを説明できるのは「副詞」の役割です。そのため、末尾が「-ly」で終わる副詞の「prohibitively」が正解となります。「prohibitively high costs（法外に高い費用）」はTOEIC最難関レベルの鉄板フレーズです。,形容詞で「法外な、禁止する」という意味の単語です。ここに形容詞を置いてしまうと「prohibitive high costs」となり、形容詞が2つ不自然に並ぶことになり、high を修飾することができないため劣後します。,動詞の原形で「〜を禁止する」という意味の単語です。名詞や形容詞の前というこの位置に、動詞の原形を直接配置して修飾語として機能させることは文法上不可能です。,名詞で「禁止、禁制」という意味の抽象名詞です。文法的にこの位置に名詞を単独で配置する理由がなく、後ろの形容詞や名詞との繋がりが成立しなくなります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,そのベンチャーキャピタルは、創業者たちが過半数の株式を保有することを条件に、そのスタートアップに投資することに同意した。,The venture capital firm agreed to invest in the startup on the condition ----- the founders retain a majority stake.,that,which,where,whether,that,「on the condition that + 文」で「〜という条件で」という意味を形成する、同格の接続詞「that」の知識を問う問題です。後ろの文「the founders（S） + retain（V） + a majority stake（O）」は完全な文（欠落がない文）であるため、関係代名詞ではなく、名詞の内容を説明する同格の接続詞「that」が唯一の正解となります。,関係代名詞の目的格・主格です。which の後ろには主語や目的語が欠落した不完全な文が来なければなりませんが、今回は完全な文が続いているため文法的に配置できません。,関係副詞です。先行詞が「場所」であるか、あるいは比喩的な空間である必要がありますが、「on the condition（条件）」という抽象概念に対して同格の代わりとして where を用いるのは語法上不自然です。,「〜かどうか」という意味の接続詞です。これを当てはめると「株式を保有するかどうかという条件で」となり、「〜という条件（確定条件）」を指し示す文脈として論理的に意味が通らなくなります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,四半期のマーケティング監査により、いくつかの地域キャンペーンが社内の予算ガイドラインに反して実施されていたことが明らかになった。,The quarterly marketing audit revealed that several regional campaigns were conducted ----- the corporate budget guidelines.,contrary to,in contrast,opposed,opposite,contrary to,空欄の後ろにある「the corporate budget guidelines（名詞句）」に注目します。「contrary to + 名詞」の形で「〜に反して、〜とは逆に」という意味を表す複合前置詞句を形成するため、これが正解となります。「予算に反して勝手に実施された」というビジネス文脈に完璧に適合します。,「それとは対照的に」という意味の「副詞句」です。後ろに直接名詞句を伴って目的語のように繋ぐことはできず、通常は文頭などで独立して使用されるため不適切です。,動詞「oppose（〜に反対する）」の過去形・過去分詞です。もし「〜に反対して」と前置詞的に使いたい場合は「as opposed to」とする必要があるため、単独の oppsosed では不完全です。,前置詞や形容詞として「〜の向かいに、逆の」という意味を持ちますが、原則として空間的な位置（向かい側）や、正反対の概念（白と黒など）に対して使うため、規則やガイドラインに「違反して」という文脈では contrary to が優先されます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,時制問題,,コンプライアンス担当官は、すべての取引が総勘定元帳に細心の注意を払って記録されるべきだと主張した。,The compliance officer insisted that every single transaction ----- meticulously documented in the general ledger.,be,is,was,has been,be,主節に「insisted（主張した）」という【提案・要求・命令・主張】を表す動詞があることが最大のポイントです。英語の重要な文法ルール（仮定法現在）により、「insist + that + 主語 + 【動詞の原形】」の形を作る必要があります。主語の「every single transaction」が単数形であっても、動詞は必ず原形の「be」にしなければならないため、これが正解です。,動詞の現在形です。主語が transaction と単数なので is にしたくなりますが、insisted that 節内の仮定法現在のルールにより、原形（be）にしなければならないため文法的に誤りとなります。,動詞の過去形です。主節の insisted に合わせて過去形にしたくなりますが、主張・要求を表す節内では時制の一致を受けず、必ず原形にするという厳格な例外ルールがあるため不可です。,現在完了形です。主語の三人称単数に合わせて has になっていますが、原形ルールに反しているだけでなく、受動態の documented と繋げて「has been documented（記録し終えている）」とすると、これからの義務を主張する文脈に合いません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,品詞・語形問題,,調達チームは、当初予算を立てていたよりも大幅に低い価格で原材料を確保することができた。,The procurement team managed to secure the raw materials at a ----- lower price than originally budgeted.,substantially,substantial,substantiate,substantiation,substantially,空欄の後ろにある「lower（形容詞の比較級：より低い）」に注目します。比較級（形容詞）を前から直接修飾して「大幅に低い、著しく低い」と度合いを強調できる品詞は「副詞」のみです。そのため、末尾が「-ly」で終わる副詞の「substantially（実質的に、大幅に）」が正解となります。「substantially lower/higher」はTOEICが最も好む比較級修飾の定番パターンです。,形容詞で「実質的な、かなりの」という意味の単語です。形容詞は後ろにある別の形容詞（lower）を直接修飾することができないため、文法規則上不適切です。,動詞の原形で「〜を実体化する、実証する」という意味の単語です。形容詞の前というこの位置に、動詞の原形を直接配置して修飾語として機能させることはできません。,名詞で「実体化、実証、具体化」という意味の抽象名詞です。主語でも目的語でもない位置に名詞を単独で配置する理由はなく、文の構造が壊れてしまいます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,品詞・語形問題,,経営幹部たちは、初期費用が潜在的なリターンを正当化するには法外に高すぎるという理由を挙げ、その提案を却下した。,"The senior executives rejected the proposal\, citing that the initial cost was ----- high to justify the potential return.",prohibitively,prohibitive,prohibiting,prohibition,prohibitively,空欄の後ろにある「high（形容詞：高い）」と、さらに後ろにある「to justify（too... to... 構文の形）」に注目します。形容詞の「high」を前から修飾して「法外に高い」という意味の塊を作る必要があるため、「副詞」の「prohibitively」が正解となります。「too high to do（〜するには高すぎる）」の too の意味をさらに副詞で強調している構造です。,形容詞で「法外な、禁止する」という意味の単語です。形容詞が後ろの形容詞（high）を直接前から修飾することはできないため、文法規則上配置できません。,動詞「prohibit」の現在分詞、または動名詞の形です。形容詞を修飾する修飾語としてこの位置に配置することは文法的に不可能です。,名詞で「禁止、禁制」という意味の抽象名詞です。文法的な役割（主語や目的語など）を持たない名詞の形態をここに無理やり挿入することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,代名詞・関係代名詞問題,,その航空会社は、猛吹雪のためにフライトがキャンセルされた乗客に対して、無料のホテル宿泊施設を提供した。,The airline company offered free hotel accommodations to passengers ----- flights were canceled due to the blizzard.,whose,whom,which,whoever,whose,先行詞「passengers（乗客：人間）」と、空欄の後ろにある「flights（フライト：名詞）」の関係を見極める問題です。文脈上「その乗客たちの（フライトがキャンセルされた）」という所有（〜の）の関係が成立するため、所有格の関係代名詞である「whose」が正解となります。whose の後ろには必ず無冠詞の名詞（flights）が続くという特徴があります。,人を表す関係代名詞の「目的格」です。目的格の後ろには通常「主語 + 動詞」が直接続きますが、今回は名詞の flights が主語として存在しており、所有の関係（乗客のフライト）を表す必要があるため、目的格の whom は不可です。,モノを表す関係代名詞です。先行詞が「passengers（人間）」であるため、モノ用のwhichを用いて修飾することは文法的に絶対に不可能です。,複合関係代名詞で「〜する人は誰でも」という意味です。すでに先行詞として「passengers」が文中に明示されているため、先行詞を内部に含む役割を持つ whoever をこの位置に置くことはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,800-850,時制問題,,法務部は、いかなる状況下でも権限のない者が許可なく研究所に立ち入ってはならないと助言した。,The legal department advised that under no circumstances ----- anyone enter the laboratory without authorization.,should,does,is,has,should,「under no circumstances（いかなる状況下でも〜ない）」という強い否定の副詞句が節の先頭に出ているため、後ろの語順が「助動詞 + 主語 + 動詞の原形」となる【否定倒置】の問題です。空欄の後ろには「anyone（主語）+ enter（動詞の原形）」が続いているため、空欄には原形を後ろに取れる助動詞が必要です。文脈上「立ち入るべきではない（強い禁止）」という意味になるため、「should」が正解となります。,一般動詞の倒置を作る助動詞ですが、主語の anyone に合わせて does になっています。しかし、これを入れると「誰も立ち入らない」という単なる事実の記述になり、法務部の「立ち入ってはならない（禁止・義務）」という強い警告のニュアンスが出ないため劣後します。,be動詞です。主語の後ろに「enter（動詞の原形）」があるため、もし is を入れてしまうと「is anyone enter」という致命的な文法エラー（動詞の重複）が発生しNGとなります。,助動詞としての has ですが、現在完了形を作るためには後ろの動詞を過去分詞（entered）にしなければなりません。今回は後ろが原形の enter であるため、文法的に絶対に配置できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,取締役会は、マーケティングチームが四半期費用を削減するという了解のもとで、予算案を承認した。,The board of directors approved the budget proposal on the understanding ----- the marketing team reduces quarterly expenses.,that,which,where,whether,that,「on the understanding that + 文」で「〜という理解・条件のもとで」という意味の重要フレーズを作る、同格の接続詞「that」を問う問題です。後ろの文「the marketing team（S） + reduces（V） + quarterly expenses（O）」は何も欠落がない完全な文であるため、名詞「understanding」の具体的な中身を説明する同格の接続詞「that」が唯一の正解となります。,関係代名詞です。which の後ろには主語や目的語が欠落した不完全な文が来なければなりませんが、今回は完全な文が続いているため文法的に配置できません。,関係副詞です。先行詞が「場所」であるか、あるいは比喩的な空間である必要がありますが、「on the understanding（理解）」という抽象概念に対して同格の代わりとして where を用いるのは語法上不自然です。,「〜かどうか」という意味の接続詞です。これを当てはめると「費用を削減するかどうかという了解のもとで」となり、「〜するという合意・了解（確定事項）」を前提として予算を承認したという文脈の論理に合いません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,監査人は、いくつかの取引が新しく確立されたコンプライアンスプロトコル（規定）に反して記録されていたと指摘した。,The auditor noted that several transactions were recorded ----- the newly established compliance protocols.,contrary to,in contrast,opposed,opposite,contrary to,空欄の後ろにある「the newly established compliance protocols（名詞句）」に注目します。「contrary to + 名詞」の形で「〜に反して、〜とは逆に」という意味を表す複合前置詞句を形成するため、これが正解となります。「規定に違反して記録されていた」というビジネス監査の文脈に完全に一致します。,「それとは対照的に」という意味の「副詞句」です。後ろに直接名詞句を伴って目的語のように繋ぐことはできず、通常は文頭などで独立して使用されるため不適切です。,動詞「oppose」の過去形・過去分詞です。もし「〜に反対して」と前置詞的に使いたい場合は「as opposed to」とする必要があるため、単独の oppsosed では不完全です。,前置詞や形容詞として「〜の向かいに、逆の」という意味を持ちますが、原則として空間的な位置（向かい側）や、正反対の概念（白と黒など）に対して使うため、規則やプロトコルに「違反して」という文脈では contrary to が優先されます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,品詞・語形問題,,市場調査により、若い消費者の間で環境に配慮した製品に対する需要が大幅に高いことが明らかになった。,The marketing research revealed a ----- higher demand for eco-friendly products among younger consumers.,substantially,substantial,substantiate,substantiation,substantially,空欄の後ろにある「higher（形容詞の比較級：より高い）」に注目します。比較級（形容詞）を前から直接修飾して「大幅に高い、著しく高い」と度合いを強調できる品詞は「副詞」のみです。そのため、末尾が「-ly」で終わる副詞の「substantially（実質的に、大幅に）」が正解となります。「substantially higher/lower」はTOEICが最も好む比較級修飾の定番パターンです。,形容詞で「実質的な、かなりの」という意味の単語です。形容詞は後ろにある別の形容詞（higher）を直接修飾することができないため、文法規則上不適切です。,動詞の原形で「〜を実体化する、実証する」という意味の単語です。形容詞の前というこの位置に、動詞の原形を直接配置して修飾語として機能させることはできません。,名詞で「実体化、実証、具体化」という意味の抽象名詞です。主語でも目的語でもない位置に名詞を単独で配置する理由はなく、文の構造が壊れてしまいます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,主要な投資家が突然撤退したことを受けて、その建設プロジェクトは完全に停止した。,"The construction project came to a complete halt, ----- the sudden withdrawal of the primary investor.",following,followed,follows,follow,following,文が一度完結した後に、原因やその後に起きた出来事を表す「前置詞」として機能する「following」を選ぶ問題です。「following + 名詞」で「〜に続いて、〜を受けて、〜の後で（＝after）」という意味の非常に重要な前置詞の役割を果たします。ビジネス文脈で「投資家の撤退を受けて停止した」という因果・時間関係に完璧に適合します。,動詞「follow」の過去形または過去分詞です。もし「〜に続いて」という意味で使いたい場合は、受動態のフレーズとして「followed by + 名詞」の形にする必要がありますが、今回は by が欠落しているため不可能です。,動詞「follow」の三人称単数現在形です。接続詞がない状態で、すでに完結した文の後に動詞の現在形を直接並べることは文法上絶対にできません。,動詞「follow」の原形です。三人称単数形と同様に、接続詞のない位置に動詞の原形をそのまま配置して文を成立させることは不可能です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,時制問題,,財務諮問委員会は、同社がすぐに現在の資産配分を分散させることを強く勧告した。,The financial advisory board strongly recommended that the company ----- its current asset allocation immediately.,diversify,diversifies,diversifying,diversified,diversify,主節に「recommended（勧告した、勧めた）」という【提案・要求・命令・勧告】を表す動詞があるため、that節内の動詞が【動詞の原形】（仮定法現在）になる問題です。主語である「the company」が三人称単数であっても、時制が過去であっても、この節内の動詞は一切の活用を排除した原形にしなければならないため、「diversify（分散投資する、多様化する）」が正解となります。,動詞の三人称単数現在形です。主語の the company に合わせて「-es」を付けたくなりますが、recommended that のルール（仮定法現在）により、原形にしなければならないため文法エラーとなります。,動詞の現在分詞または動名詞の形です。助動詞やbe動詞がない状態で、that節内の主語の後ろに「-ing」を単独で置いてメインの動詞にすることはできません。,動詞の過去形です。主節の recommended に引っ張られて過去形（時制の一致）にしたくなりますが、提案・勧告を表す節内では時制の一致は適用されず、必ず原形にするという厳格なルールがあるため不可です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,コンプライアンス部門は、権限のないデータアクセスはいかなるものであっても即時解雇につながるという厳しい警告を発した。,The compliance department issued a strict warning ----- any unauthorized data access will lead to immediate termination.,that,which,where,whether,that,空欄の直前にある「a strict warning（厳しい警告：名詞）」と、空欄の後ろにある文の論理関係を見極める同格の接続詞「that」の問題です。後ろの文「any unauthorized data access（S） + will lead to（V） + immediate termination（O）」は完全に要素が揃った完全な文です。「〜という内容の警告」と、名詞の具体的な中身を説明する同格の接続詞「that」が唯一の正解となります。,関係代名詞です。which の後ろには主語や目的語が欠落した不完全な文が来なければなりませんが、今回は完全な文が続いているため文法的に配置できません。,関係副詞です。先行詞が「場所」の概念である必要がありますが、「warning（警告）」という抽象名詞に対して同格の役割として where を用いるのは語法上不自然です。,「〜かどうか」という意味の接続詞です。これを当てはめると「即時解雇につながるかどうかという警告」となり、警告の内容として論理的に意味が曖昧になり通らなくなります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,品詞・語形問題,,その会社は、市場平均よりも大幅に低い金利（価格）でその不動産物件を確保することができた。,The firm managed to secure the real estate property at a ----- lower rate than the market average.,substantially,substantial,substantiate,substantiation,substantially,空欄の後ろにある「lower（形容詞の比較級：より低い）」に注目します。比較級（形容詞）を前から直接修飾して「大幅に低い、著しく低い」と度合いを強調できる品詞は「副詞」のみです。そのため、末尾が「-ly」で終わる副詞の「substantially（実質的に、大幅に）」が正解となります。「substantially lower/higher」はTOEICが最も好む比較級修飾の定番パターンです。,形容詞で「実質的な、かなりの」という意味の単語です。形容詞は後ろにある別の形容詞（lower）を直接修飾することができないため、文法規則上不適切です。,動詞の原形で「〜を実体化する、実証する」という意味の単語です。形容詞の前というこの位置に、動詞の原形を直接配置して修飾語として機能させることはできません。,名詞で「実体化、実証、具体化」という意味の抽象名詞です。主語でも目的語でもない位置に名詞を単独で配置する理由はなく、文の構造が壊れてしまいます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,前置詞・接続詞問題,,欧州セクターにおける予期せぬ規制上の障害を理由に、企業の拡大プロジェクトは遅れた。,The corporate expansion project was delayed ----- the unexpected regulatory hurdles in the European sector.,owing to,because,although,provided that,owing to,空欄の後ろにある「the unexpected regulatory hurdles...（予期せぬ規制上の障害）」という塊に注目すると、ここには動詞が存在せず、全体で一つの大きな「名詞句」になっています。文脈として「障害【が原因で・の理由で】遅れた」という因果関係が成立するため、後ろに名詞句を伴って理由を表すことができる「前置詞句」の「owing to（＝because of）」が正解となります。,理由・原因を表す「接続詞」です。「〜だから」という意味になりますが、接続詞の後ろには必ず「主語 + 動詞」を備えた完全な文が来なければならないため、名詞句しか後ろにないこの位置には置けません。,「〜だけれども」という意味の逆接を表す「接続詞」です。because と同様に、後ろには「主語 + 動詞」の文が来る必要があるため、名詞句の前には配置できず文法的にNGです。,条件を表す接続詞で「〜という条件で、もし〜ならば」という意味の単語です。後ろには必ず文（S+V）が来なければならないため、名詞句を直接後ろに従えることはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,時制問題,,人事部長は、各部門のマネージャーが従業員の離職率をすぐに分析することを要求した。,The human resources director requested that the department managers ----- employee turnover rates immediately.,analyze,analyzes,analyzing,analyzed,analyze,主節に「requested（要求した）」という要求を表す動詞があるため、that節内の動詞が【動詞の原形】（仮定法現在）になる問題です。主語である「the department managers」が複数形であっても、時制が過去であっても、この節内の動詞は一切の活用を排除した原形にしなければならないため、「analyze（分析する）」が正解となります。,動詞の三人称単数現在形です。今回の主語は managers と複数形なのでそもそも不一致ですが、仮定法現在のルールにより必ず原形（analyze）にする必要があります。,動詞の現在分詞または動名詞の形です。助動詞やbe動詞がない状態で、that節内の主語の後ろに「-ing」を単独で置いてメインの動詞にすることはできません。,動詞の過去形です。主節の requested に引っ張られて過去形（時制の一致）にしたくなりますが、要求を表す節内では時制の一致は適用されず、必ず原形にするという厳格なルールがあるため不可です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,800-850,品詞・語形問題,,その物流会社は配送ルートを最適化し、それによって全体の燃料消費量を15%削減することに成功した。,"The logistics company optimized its distribution routes, ----- a 15% reduction in overall fuel consumption.",thereby achieving,achieved,achieves,achieve,thereby achieving,コンマの後ろで主節の文（ルートを最適化した）の結果として起きた出来事を付加的に説明する「分詞構文」に、副詞の「thereby（それによって）」が合体した高度な問題です。「〜し、それによって後ろの結果を能動的に引き起こした（〜を達成しながら）」という関係が成立するため、現在分詞を用いた「thereby achieving」が正解となります。,動詞「achieve」の過去形または過去分詞です。もし過去形だとすると接続詞がないため動詞が連続してNGとなり、過去分詞だとすると「削減された」という受動の意味になってしまい、後ろに目的語（a 15% reduction）を残せなくなります。,動詞「achieve」の三人称単数現在形です。接続詞がない状態で、すでに完結した文の後に動詞の現在形を直接並べることは文法上絶対にできません。,動詞「achieve」の原形です。三人称単数形と同様に、接続詞のない位置に動詞の原形をそのまま配置して文を成立させることは不可能です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,730-800,品詞・語形問題,,新しく改定されたコンプライアンスマニュアルには、すべての財務取引に適用される厳格なガイドラインが含まれている。,The newly revised compliance manual contains strict guidelines ----- to all financial transactions.,applicable,application,applicably,apply,applicable,空欄の前にある「strict guidelines（厳格なガイドライン：名詞）」を【後ろから修飾（後置修飾）】して、「〜に適用されるガイドライン」という形容詞句を作る問題です。英語では、形容詞が後ろに他の語句（to all financial transactions）を伴って長くなる場合、名詞を後ろから修飾するルールがあります。そのため、形容詞の「applicable（適用できる）」が正解となります。,名詞で「応募、申請、適用」という意味の単語です。ここに名詞を置くと、直前の guidelines という名詞と直接衝突してしまい、文法エラーになります。,副詞で「適用できるように」という意味の単語です。副詞は直前の名詞（guidelines）を後ろから直接修飾して形容詞のような働きをすることはできないため、文法規則上不適切です。,動詞の原形で「適用する、応募する」という意味です。すでに文の動詞として「contains」が存在しているため、接続詞や関係代名詞がないこの位置に動詞の原形を配置することはできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,850-900,時制問題,,万が一橋の構造的完全性が損なわれるようなことがあれば、緊急避難プロトコルを開始しなければならない。,"----- the structural integrity of the bridge be compromised, the emergency evacuation protocol must be initiated.",Should,Would,Could,Were,Should,条件節（If節）の「If」が省略された結果、助動詞が主語の前に飛び出してくる【仮定法未来の倒置】の超難問です。元々の文は「If the structural integrity of the bridge should be compromised...（万が一?なら）」でしたが、Ifが消えたことで助動詞「Should」が先頭に移動しています。空欄の後ろにある主語「integrity」に続く動詞が「be（原形）」になっていることが、助動詞 Should を選ぶ決定的な文法上の根拠（証拠）となります。,仮定法の文脈で頻出する助動詞ですが、Ifを省略した倒置構文において、文頭に Would を置いて「万が一?なら」という条件節を形成する語法は英語に存在しないため不可です。,「?することができれば」という能力や可能性の仮定を表す助動詞です。倒置によって文頭に置くことで If 節の代わりを果たすことは語法上できないため不適切です。,仮定法過去の倒置（If it were... ? Were it...）を作る際によく文頭に置かれる動詞です。一見よさそうに見えますが、Were を文頭に出す倒置の場合、後ろに続く動詞は「to do（不定詞）」にする必要があります。今回は直後が受動態の原形「be compromised」になっているため、文法的に Were は配置できません（Were the integrity to be compromised なら正解になります）。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,850-900,品詞・語形問題,,主任監査人は、驚くほど短い期間で報告書を完成させ、役員会全体を驚かせた。,"The chief auditor completed the report in a ----- short period of time, surprising the entire executive board.",remarkably,remarkable,remarked,remark,remarkly,空欄の後ろにある「short（形容詞：短い）」と「period of time（名詞句）」の構造に注目します。後ろにある形容詞「short」を前から直接修飾して「驚くほど短い」と度合いを説明できるのは「副詞」の役割です。そのため、末尾が「-ly」で終わる副詞の「remarkably」が正解となります。TOEICでは「冠詞（a） ＋ 副詞 ＋ 形容詞 ＋ 名詞」の語順は頻出ですが、形容詞の意味に釣られて remarkable（形容詞）を選んでしまう上級者が非常に多い引っかけパターンです。,形容詞で「注目すべき、素晴らしい」という意味の単語です。これを置いてしまうと「a remarkable short period」となり、形容詞が2つ並ぶことになります。形容詞は後ろの形容詞（short）を直接修飾することができないため、文法規則上劣後します。,動詞「remark」の過去形・過去分詞です。文法的にこの位置に配置して後ろの形容詞を修飾することはできません。,動詞の原形、または名詞で「発言、注目」という意味の単語です。主語でも目的語でもない位置に配置する理由はなく、文全体の構造が崩壊します。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,850-900,前置詞・接続詞問題,,法務部は、権限のないデータアクセスはいかなるものであっても即時解雇につながるという厳しい警告を発した。,The legal department issued a strict warning ----- any unauthorized data access will result in immediate termination.,that,which,where,whether,that,空欄の直前にある「a strict warning（厳しい警告：名詞）」と、空欄の後ろにある文の論理関係を見極める【同格の接続詞】の問題です。後ろの文「any unauthorized data access（S） + will result in（V） + immediate termination（O）」は、要素がすべて揃った完全な文（欠落がない文）です。「?という内容の警告」と、名詞「warning」の具体的な中身・詳細を説明する同格の接続詞「that」が唯一の正解となります。関係代名詞の which との識別で最も差がつく論点です。,関係代名詞です。which の後ろには主語や目的語が欠落した「不完全な文」が来なければなりませんが、今回は完全な文が続いているため文法的に配置できません。,関係副詞です。先行詞が「場所」の概念である必要がありますが、「warning（警告）」という抽象名詞に対して同格の代わりとして where を用いるのは語法上不自然です。,「?かどうか」という意味の接続詞です。これを当てはめると「即時解雇につながるかどうかという警告」となり、警告の内容として論理的に意味が曖昧になり、ビジネスの厳格な通達として文脈が通りません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,850-900,時制問題,,その製薬会社は、検査が始まる前にすべての実験データが安全に保管されることを要求した。,The pharmaceutical company requested that all laboratory data ----- securely archived before the inspection begins.,be,is,was,should,be,主節に「requested（要求した）」という【提案・要求・命令・主張】を表す動詞があるため、that節内の動詞が【動詞の原形】（仮定法現在）になる問題です。さらに、主語である「laboratory data（実験データ：TOEICでは原則として複数または集合名詞扱い）」は保管「される」側なので【受動態】にする必要があります。「be + 過去分詞（archived）」の形にする必要があるため、動詞の原形である「be」が正解となります。時制の一致の罠を破る必須の最難関文法です。,動詞の現在形です。主節が「requested」と過去形なので、時制の一致を気にするあまり現在形を外す人は多いですが、そもそも仮定法現在のルールにより、that節内の動詞を現在形のまま配置することは厳格な文法規則違反となります。,動詞の過去形です。主節の「requested」が過去形であるため、最も多くの受験生が「時制の一致」で過去形（was）を選んでしまう最大の罠選択肢です。要求を表す節内では時制の一致は適用されず、必ず原形にするルールがあるためNGです。,助動詞「should」の原形です。一見「should archived」で行けそうに見えますが、shouldの後ろは動詞の原形にする必要があるため、もし should を入れるなら「should be archived」にしなければならず、直接過去分詞が来ている今回は配置不可能です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,850-900,前置詞・接続詞問題,,取締役会からの批判的な意見にもかかわらず、マーケティングディレクターは当初のキャンペーンレイアウトをそのまま進めた。,"----- the critical remarks from the board of directors, the marketing director proceeded with the original campaign layout.",Notwithstanding,Although,Nevertheless,Regardless,Notwithstanding,空欄の後ろにある「the critical remarks...」が「名詞句」であることを見抜く必要があります。選択肢の中で、後ろに直接名詞句を伴って「?にもかかわらず（譲歩）」という意味を作ることができる【単独の前置詞】は「Notwithstanding」のみであるため、これが正解となります。TOEIC 900点超えや満点を狙う上で必須の、難度の高い高級な前置詞です。意味が同じ although や nevertheless との品詞の識別が命になります。,「?だけれども」という意味の譲歩を表す「接続詞」です。接続詞の後ろには必ず「主語 + 動詞」の文が来なければならないため、名詞句しか後ろにないこの位置には文法規則上配置できません。,"「それにもかかわらず」という意味の「接続副詞」です。基本的には文頭で独立してコンマを伴って使われる（例：Nevertheless, he proceeded...）ため、後ろに直接名詞句を繋げて前置詞のような働きをすることはできません。",「?に関わらず」という意味の単語です。これを使用したい場合、英語の正しい語法としては後ろに「of」を伴って「regardless of」という複合前置詞にする必要があります。今回は of が欠落しているため単独では配置できません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
